NME_CONVOCATORIA	ANO_CONVO	COD_GRUPO_GR	NME_GRUPO_GR	FCREACION_GR	NME_MUNICIPIO_GR	NME_DEPARTAMENTO_GR	NME_PAIS_GR	NME_REGION_GR	COD_DANE_GR	ID_AREA_CON_GR	NME_AREA_GR	NME_GRAN_AREA_GR	NME_CLASIFICACION_GR	ORDEN_CLAS_GR	EDAD_ANOS_GR
Convocatoria 781 de 2017	1/01/2017	COL0087839	GRUPO ESTRATÉGICO PARA EL MEJORAMIENTO APLICADO (GEMAS)	1/01/2007	Barranquilla	Atlántico	Colombia	Caribe	8001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	10
Convocatoria 781 de 2017	1/01/2017	COL0033598	Grupo de Investigación en Estabilidad de Pozo	1/09/2003	Bucaramanga	Santander	Colombia	Centro Oriente	68001	2G	Ingeniería ambiental	Ingeniería y tecnología	B	3	14
Convocatoria 781 de 2017	1/01/2017	COL0107314	Grupo de Estudios en Información Contable y Control	1/07/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0042194	Gestión Organizacional	1/07/2003	Barranquilla	Atlántico	Colombia	Caribe	8001	5B	Economía y negocios	Ciencias sociales	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0117159	GRUPO DE INVESTIGACION EN NEONATOLOGÍA, SALUD INFANTIL  Y DESARROLLO - INSIDE	1/01/2010	Cali	Valle del Cauca	Colombia	Pacífico	76001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	7
Convocatoria 781 de 2017	1/01/2017	COL0019258	COMUNICACIÓN: CULTURA Y PERIODISMO	1/04/2006	Armenia	Quindío	Colombia	Eje Cafetero	63001	5H	Periodismo y comunicaciones	Ciencias sociales	B	3	11
Convocatoria 781 de 2017	1/01/2017	COL0055352	ESTUDIOS DE PREVENCION EN RIESGO SISMICO Y DESASTRES NATURALES DEL PIEDEMONTE LLANERO	1/12/2005	Villavicencio	Meta	Colombia	Llano	50001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	Reconocido	0	12
Convocatoria 781 de 2017	1/01/2017	COL0039724	Cognición, prácticas y aprendizaje	1/12/1997	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	A1	5	20
Convocatoria 781 de 2017	1/01/2017	COL0112851	Econofisica y Sociofisica	1/08/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0064001	Grupo de Investigación en Biotecnología Animal (GIBA)	1/02/2003	Medellín	Antioquia	Colombia	Eje Cafetero	5001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A	4	14
Convocatoria 781 de 2017	1/01/2017	COL0042489	CONTAS - Contabilidad Ambiente y Sociedad	1/06/2001	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	C	2	16
Convocatoria 781 de 2017	1/01/2017	COL0038478	QUIMICA-FISICA MOLECULAR Y MODELAMIENTO COMPUTACIONAL - QUIMOL	1/12/2002	Tunja	Boyacá	Colombia	Centro Oriente	15001	1D	Ciencias químicas	Ciencias naturales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0071267	Grupo de investigación en producción, desarrollo y transformación agropecuaria	1/12/2006	Caldas	Antioquia	Colombia	Eje Cafetero	5129	4C	Ciencias veterinarias	Ciencias agrícolas	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0038718	Grupo de investigación en Bioingeniería, Nanotecnología y Telecomunicaciones (SPIN)	1/07/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	C	2	21
Convocatoria 781 de 2017	1/01/2017	COL0163897	Fenómenos de Superficie - Michael Polanyi	1/01/2010	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2D	Ingeniería química	Ingeniería y tecnología	A1	5	7
Convocatoria 781 de 2017	1/01/2017	COL0029942	Prospectiva, Estrategia y Liderazgo	1/02/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0029951	ARMOS - Arquitecturas Modernas para Sistemas de Alimentación	1/05/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0016309	Grupo de Nutrición	1/01/1991	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	C	2	26
Convocatoria 781 de 2017	1/01/2017	COL0091564	Philosophia Personae	1/02/2009	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6E	Otras humanidades	Humanidades	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0098019	Teoría y gestión de tecnologías de la información	1/04/2009	Manizales	Caldas	Colombia	Eje Cafetero	17001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	8
Convocatoria 781 de 2017	1/01/2017	COL0067003	GRUPO DE INVESTIGACIÓN EN DERECHO, POLÍTICA Y SOCIEDAD 	1/03/2006	Barranquilla	Atlántico	Colombia	Caribe	8001	5E	Derecho	Ciencias sociales	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0041965	GRITOX - Grupo de Investigación sobre Reproducción y Toxicología de Organismos Acuáticos	1/02/2002	Villavicencio	Meta	Colombia	Llano	50001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A	4	15
Convocatoria 781 de 2017	1/01/2017	COL0017638	Grupo de Investigación en Neurocontrol Motor	1/03/2007	Cali	Valle del Cauca	Colombia	Pacífico	76001	1C	Ciencias físicas	Ciencias naturales	Reconocido	0	10
Convocatoria 781 de 2017	1/01/2017	COL0073449	Neurociencia Traslacional	1/10/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3A	Medicina básica	Ciencias médicas y de la salud	A	4	11
Convocatoria 781 de 2017	1/01/2017	COL0003721	Desarrollo Económico, Crecimiento y Mercado Laboral	1/01/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0009171	Grupo de Investigación Interdisciplinaria en Pedagogía del Lenguaje y las Matemáticas	1/02/1998	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0003113	DERECHO Y PODER	1/01/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5E	Derecho	Ciencias sociales	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0013049	Casos y Estudios Organizacionales (CEO) 	1/08/1999	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	B	3	18
Convocatoria 781 de 2017	1/01/2017	COL0076174	Sobre el estudio de E.D.P. Lineales y No-lineales	1/09/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1A	Matemática	Ciencias naturales	Reconocido	0	11
Convocatoria 781 de 2017	1/01/2017	COL0135909	Grupo de investigación en medicina interna y farmacología veterinaria (MIFARVET)	1/06/2012	Pasto	Nariño	Colombia	Pacífico	52001	4C	Ciencias veterinarias	Ciencias agrícolas	C	2	5
Convocatoria 781 de 2017	1/01/2017	COL0073181	Ingeniería Agrícola	1/01/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0025783	POLÍTICAS, SOCIABILIDADES Y REPRESENTACIONES HISTÓRICO-EDUCATIVAS	1/06/2000	Bucaramanga	Santander	Colombia	Centro Oriente	68001	5C	Ciencias de la educación	Ciencias sociales	A1	5	17
Convocatoria 781 de 2017	1/01/2017	COL0157432	SIREC - Sistemas y Redes Cognitivas	1/01/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A1	5	6
Convocatoria 781 de 2017	1/01/2017	COL0044902	Gestión y Sostenibilidad Ambiental	1/02/2001	Barranquilla	Atlántico	Colombia	Caribe	8001	2G	Ingeniería ambiental	Ingeniería y tecnología	A	4	16
Convocatoria 781 de 2017	1/01/2017	COL0016935	Músicas regionales	1/01/1992	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6D	Arte	Humanidades	A1	5	25
Convocatoria 781 de 2017	1/01/2017	COL0041599	Socialización y Crianza	1/03/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5A	Psicología	Ciencias sociales	B	3	21
Convocatoria 781 de 2017	1/01/2017	COL0004818	Centro para el Desarrollo y Evaluación de Políticas y Tecnología en Salud Pública -CEDETES-	1/01/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0119413	IECO - Comunicación Visual	1/05/2003	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5H	Periodismo y comunicaciones	Ciencias sociales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0037701	GRIAL	1/12/2004	Caldas	Antioquia	Colombia	Eje Cafetero	5129	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	A	4	13
Convocatoria 781 de 2017	1/01/2017	COL0152042	Grupo de investigación en electrónica y tecnologías para la defensa  (TESDA)	1/01/2012	Madrid	Cundinamarca	Colombia	Centro Oriente	25430	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	5
Convocatoria 781 de 2017	1/01/2017	COL0001594	COMPETITIVIDAD Y PRODUCTIVIDAD EMPRESARIAL	1/02/2000	Cali	Valle del Cauca	Colombia	Pacífico	76001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0030175	Grupo de investigación en comunicación, lenguaje y participación	1/03/2001	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5H	Periodismo y comunicaciones	Ciencias sociales	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0051818	"Biotecnología Ruminal y Silvopastoreo ""BIORUM"""	1/03/1994	Medellín	Antioquia	Colombia	Eje Cafetero	5001	4C	Ciencias veterinarias	Ciencias agrícolas	Reconocido	0	23
Convocatoria 781 de 2017	1/01/2017	COL0069607	Grupo de Óptica e Información Cuántica	1/02/2000	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1C	Ciencias físicas	Ciencias naturales	B	3	17
Convocatoria 781 de 2017	1/01/2017	COL0025059	Grupo de investigación en Educación, Sociedad y Paz	1/02/2000	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5C	Ciencias de la educación	Ciencias sociales	A	4	17
Convocatoria 781 de 2017	1/01/2017	COL0027302	Grupo de Investigación en Química	1/04/2003	Pamplona	Norte de Santander	Colombia	Centro Oriente	54518	1D	Ciencias químicas	Ciencias naturales	C	2	14
Convocatoria 781 de 2017	1/01/2017	COL0006367	PROMETEO	1/01/2006	Villavicencio	Meta	Colombia	Llano	50001	5A	Psicología	Ciencias sociales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0114079	GIRYSOUT	1/07/2010	Ibagué	Tolima	Colombia	Centro Sur	73001	3C	Ciencias de la salud	Ciencias médicas y de la salud	C	2	7
Convocatoria 781 de 2017	1/01/2017	COL0141174	Sociología del derecho	1/01/2013	Barranquilla	Atlántico	Colombia	Caribe	8001	5D	Sociología	Ciencias sociales	B	3	4
Convocatoria 781 de 2017	1/01/2017	COL0086644	Grupo de estudios e investigacion en ingenieria civil - GEIIC	1/01/2006	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0009279	Grupo de Investigación de Biomembranas (GIBIOM)	1/07/1997	Barranquilla	Atlántico	Colombia	Caribe	8001	1F	Ciencias biológicas	Ciencias naturales	C	2	20
Convocatoria 781 de 2017	1/01/2017	COL0107869	PEDIAFE	1/05/2010	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	7
Convocatoria 781 de 2017	1/01/2017	COL0007499	Grupo Interdisciplinario de Investigación en Fruticultura Tropical	1/01/2001	Ibagué	Tolima	Colombia	Centro Sur	73001	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0005136	Fisiología Molecular	1/09/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	1F	Ciencias biológicas	Ciencias naturales	A	4	21
Convocatoria 781 de 2017	1/01/2017	COL0077064	Ingenieria del Software y Redes	1/01/2007	Barranquilla	Atlántico	Colombia	Caribe	8001	1B	Computación y ciencias de la información	Ciencias naturales	A	4	10
Convocatoria 781 de 2017	1/01/2017	COL0040449	Tántalo	1/02/1997	Manizales	Caldas	Colombia	Eje Cafetero	17001	6E	Otras humanidades	Humanidades	A	4	20
Convocatoria 781 de 2017	1/01/2017	COL0125269	BPNA: Bioprospección de los productos naturales amazónicos	1/01/2007	Florencia	Caquetá	Colombia	Centro Sur	18001	1D	Ciencias químicas	Ciencias naturales	C	2	10
Convocatoria 781 de 2017	1/01/2017	COL0092599	ODONTOLOGIA PEDIATRICA Y ORTOPEDIA MAXILAR	1/02/2009	Cali	Valle del Cauca	Colombia	Pacífico	76001	3B	Medicina clínica	Ciencias médicas y de la salud	C	2	8
Convocatoria 781 de 2017	1/01/2017	COL0147267	Ecología y evolución de vertebrados	1/07/2011	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1F	Ciencias biológicas	Ciencias naturales	B	3	6
Convocatoria 781 de 2017	1/01/2017	COL0029693	ESCULAPIO	1/11/1999	Cali	Valle del Cauca	Colombia	Pacífico	76001	3C	Ciencias de la salud	Ciencias médicas y de la salud	A	4	18
Convocatoria 781 de 2017	1/01/2017	COL0017289	FEDESALUD	1/01/1999	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3C	Ciencias de la salud	Ciencias médicas y de la salud	Reconocido	0	18
Convocatoria 781 de 2017	1/01/2017	COL0170719	Saberes Jurídicos GRISJUM	1/01/2014	Santa Marta	Magdalena	Colombia	Caribe	47001	5E	Derecho	Ciencias sociales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0082126	Teoria General del Proceso y Derecho Procesal Civil	1/01/1993	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5E	Derecho	Ciencias sociales	A	4	24
Convocatoria 781 de 2017	1/01/2017	COL0004442	Estado y economía	1/02/1999	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5B	Economía y negocios	Ciencias sociales	Reconocido	0	18
Convocatoria 781 de 2017	1/01/2017	COL0017119	Grupo de Investigación sobre Conflictos, Violencias y Seguridad Humana	1/10/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5D	Sociología	Ciencias sociales	A1	5	19
Convocatoria 781 de 2017	1/01/2017	COL0086288	CEO	1/01/2005	Caldas	Antioquia	Colombia	Eje Cafetero	5129	5H	Periodismo y comunicaciones	Ciencias sociales	C	2	12
Convocatoria 781 de 2017	1/01/2017	COL0165639	I2E - Investigación en Ingeniería Electrónica	1/08/2015	Tunja	Boyacá	Colombia	Centro Oriente	15001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	Reconocido	0	2
Convocatoria 781 de 2017	1/01/2017	COL0070537	Biomedical Signal Processing and Artificial Intelligence Laboratory	1/03/2002	Barranquilla	Atlántico	Colombia	Caribe	8001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	A	4	15
Convocatoria 781 de 2017	1/01/2017	COL0121064	ACUSTICA APLICADA	1/07/2011	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2C	Ingeniería mecánica	Ingeniería y tecnología	C	2	6
Convocatoria 781 de 2017	1/01/2017	COL0027572	GESTION ORGANIZACIONAL	1/05/2002	Cali	Valle del Cauca	Colombia	Pacífico	76001	5B	Economía y negocios	Ciencias sociales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0028453	Tecnologías para la Producción	1/01/1998	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	19
Convocatoria 781 de 2017	1/01/2017	COL0001763	CULTURA ORGANIZACIONAL Y GESTION HUMANA	1/02/1999	Manizales	Caldas	Colombia	Eje Cafetero	17001	5B	Economía y negocios	Ciencias sociales	A1	5	18
Convocatoria 781 de 2017	1/01/2017	COL0000962	Biología Celular y Molecular CIB, U. de A. U. del Rosario	1/08/1991	Medellín	Antioquia	Colombia	Eje Cafetero	5001	3B	Medicina clínica	Ciencias médicas y de la salud	A1	5	26
Convocatoria 781 de 2017	1/01/2017	COL0005154	Fitopatología	1/01/1989	Chinchiná	Caldas	Colombia	Eje Cafetero	17174	4A	Agricultura, silvicultura y pesca	Ciencias agrícolas	C	2	28
Convocatoria 781 de 2017	1/01/2017	COL0137359	Grupo de Investigaciones en Negocios y Relaciones Internacionales 	1/06/2004	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5B	Economía y negocios	Ciencias sociales	A	4	13
Convocatoria 781 de 2017	1/01/2017	COL0060906	Recursos Hidrobiológicos	1/06/2006	Palmira	Valle del Cauca	Colombia	Pacífico	76520	1F	Ciencias biológicas	Ciencias naturales	C	2	11
Convocatoria 781 de 2017	1/01/2017	COL0058209	Estudios musicales	1/12/2004	Medellín	Antioquia	Colombia	Eje Cafetero	5001	6D	Arte	Humanidades	B	3	13
Convocatoria 781 de 2017	1/01/2017	COL0100037	Grupo de Investigación en Fotocatálisis y Estado Sólido (GIFES)	1/01/2010	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1D	Ciencias químicas	Ciencias naturales	C	2	7
Convocatoria 781 de 2017	1/01/2017	COL0113447	Grupo de Investigación en Ciencias Básicas  y Clínicas de la Salud	1/08/2010	Cali	Valle del Cauca	Colombia	Pacífico	76001	3D	Biotecnología en salud	Ciencias médicas y de la salud	A	4	7
Convocatoria 781 de 2017	1/01/2017	COL0095975	Grupo de Investigación Ambiente, Hábitat y Sostenibilidad	1/08/2009	Medellín	Antioquia	Colombia	Eje Cafetero	5001	1E	Ciencias de la tierra y medioambientales	Ciencias naturales	B	3	8
Convocatoria 781 de 2017	1/01/2017	COL0022567	Laboratorio de Investigación en Catálisis y Procesos	1/03/2005	Cali	Valle del Cauca	Colombia	Pacífico	76001	1D	Ciencias químicas	Ciencias naturales	B	3	12
Convocatoria 781 de 2017	1/01/2017	COL0084256	Medicina del Adulto	1/01/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0009162	Grupo de Investigacion Biología para la Conservación	1/03/1999	Tunja	Boyacá	Colombia	Centro Oriente	15001	1F	Ciencias biológicas	Ciencias naturales	C	2	18
Convocatoria 781 de 2017	1/01/2017	COL0027536	"Grupo de Investigación en Materiales ""GIM"""	1/05/2004	Bucaramanga	Santander	Colombia	Centro Oriente	68001	1C	Ciencias físicas	Ciencias naturales	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0153344	Cibeles	1/06/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0043404	Ingeniería de Procesos y Sistemas industriales	1/06/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2D	Ingeniería química	Ingeniería y tecnología	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0072148	Historia, Educación, Economía, Contabilidad y Sociedad: HECOS	1/03/2004	Chiquinquirá	Boyacá	Colombia	Centro Oriente	15176	5B	Economía y negocios	Ciencias sociales	C	2	13
Convocatoria 781 de 2017	1/01/2017	COL0030907	CUIDADO EN SALUD	1/02/2001	Cali	Valle del Cauca	Colombia	Pacífico	76001	3C	Ciencias de la salud	Ciencias médicas y de la salud	B	3	16
Convocatoria 781 de 2017	1/01/2017	COL0085075	ESTIC DINAE	1/01/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2B	Ingenierías eléctrica, electrónica e informática	Ingeniería y tecnología	B	3	9
Convocatoria 781 de 2017	1/01/2017	COL0069563	Grupo de Investigación en Geometría y Algebra GIGA	1/01/2008	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1A	Matemática	Ciencias naturales	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0020016	Grupo de Investigación en Crecimiento y Desarrollo Craneofacial	1/01/1996	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	3B	Medicina clínica	Ciencias médicas y de la salud	A	4	21
Convocatoria 781 de 2017	1/01/2017	COL0065967	Grupo de Investigación en Suelos Residuales y Parcialmente Saturados	1/01/2007	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	2A	Ingeniería civil	Ingeniería y tecnología	B	3	10
Convocatoria 781 de 2017	1/01/2017	COL0035995	Grupo Sirius	1/11/2004	Pereira	Risaralda	Colombia	Eje Cafetero	66001	1B	Computación y ciencias de la información	Ciencias naturales	A1	5	13
Convocatoria 781 de 2017	1/01/2017	COL0072863	INNOVACIENCIA	1/01/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	5C	Ciencias de la educación	Ciencias sociales	C	2	20
Convocatoria 781 de 2017	1/01/2017	COL0158547	Pensamiento Ético y Problemas Morales Contemporáneos	1/01/2014	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6E	Otras humanidades	Humanidades	C	2	3
Convocatoria 781 de 2017	1/01/2017	COL0083535	Filosofía y Escepticismo	1/01/2008	Pereira	Risaralda	Colombia	Eje Cafetero	66001	6E	Otras humanidades	Humanidades	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0085979	"Grupo de Investigación Filosófica ""San Alberto Magno, O.P."""	1/02/2008	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6E	Otras humanidades	Humanidades	C	2	9
Convocatoria 781 de 2017	1/01/2017	COL0003819	INNOVACIONES EDUCATIVAS Y CAMBIO SOCIAL	1/07/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	5C	Ciencias de la educación	Ciencias sociales	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0099876	GRUPO DE INVESTIGACION EN SISTEMAS APLICADOS A LA INDUSTRIA 	1/08/2009	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2K	Otras ingenierías y tecnologías	Ingeniería y tecnología	B	3	8
Convocatoria 781 de 2017	1/01/2017	COL0028838	Cognición y Educación	1/06/2002	Barranquilla	Atlántico	Colombia	Caribe	8001	5C	Ciencias de la educación	Ciencias sociales	A1	5	15
Convocatoria 781 de 2017	1/01/2017	COL0029586	HD+i: Hábitat Diseño e Infraestructura	1/06/2002	Bogotá, D.C.	Bogotá, D. C.	Colombia	Distrito Capital	11001	6D	Arte	Humanidades	B	3	15
Convocatoria 781 de 2017	1/01/2017	COL0007579	Grupo Pulpa y Papel	1/07/1997	Medellín	Antioquia	Colombia	Eje Cafetero	5001	2D	Ingeniería química	Ingeniería y tecnología	A1	5	20
